,x1,x2,x3,x4,x5,x6,x7,x8,class
1043,3.23,17.16,4.44,1.11,1.82,1.72,0.46,0.29,1
1044,6.14,43.31,5.05,2.03,4.15,2.82,0.81,0.81,0
1045,1.13,13.97,4.96,1.13,0.79,2.25,0.68,0.27,0
1046,12,47.5,7.5,3.5,5,4.25,2.25,1.67,1
1047,3.26,17.7,3.35,1.02,1.58,0.65,0.93,0.37,0
1048,0.67,10.47,4.01,1.78,2.12,0.97,0.22,0.18,0
1049,5.87,33.54,5.96,0.93,3.73,1.58,0.71,0.47,0
1050,17.66,70.11,8.31,5.19,4.93,1.62,2.65,1.15,1
1051,17.5,60,8.55,5,6,4.33,2.23,1.76,1
1052,2.76,16.81,4.17,1.83,3.5,0.89,0.46,0.2,0
1053,1.84,8.57,1.84,2.45,5.51,0.98,0.24,0.12,0
1056,3.49,24.14,3.62,2.15,2.68,1.71,0.61,0.2,0
1057,15.58,62.32,9.61,5.19,4.15,1.5,2.74,1.33,1
1058,1.4,12.1,4.65,2.56,2.79,1.15,0.41,0.26,1
1060,15.45,52.5,8.25,4.75,6.25,5.05,1.29,1.62,0
1061,13.67,62.13,8.08,5.59,6.21,3.36,2.16,1.9,1
1062,6.32,31.58,4.58,0.74,1.05,1.68,0.56,0.46,0
1063,19.5,65,8,6,7.5,4.87,1.94,1.68,1
1064,2.65,21.22,3.97,0.97,1.77,1.59,0.88,0.27,0
1065,6.5,27.07,5.38,2.89,2.53,3.25,0.87,0.83,0
1066,13.5,50,8.5,5.5,6,3.5,2.28,1.4,0
1067,12.97,20.76,5.71,1.5,3.89,2.94,0.93,0.73,0
1068,18.61,78.92,9.68,4.47,4.84,3.5,1.93,1.49,1
1069,5.75,24.78,5.31,1.95,2.21,1.5,1.45,1.14,1
1070,1.54,12.81,2.56,1.79,2.82,2.56,0.64,0.32,0
1071,17.5,54.73,6,2.73,4,4.44,2.07,1.86,0
1072,20,60,9,4.5,7,3.15,3.17,1.83,0
1075,6.76,16.23,3.52,0.95,1.62,1.03,0.61,0.43,1
1076,15.53,74.56,8.85,6.52,6.99,3.48,2.02,1.8,0
1077,3.67,8.57,3.67,2.45,3.67,1.84,0.42,0.16,0
1078,1.59,15.91,2.61,0.88,1.24,1.33,0.34,0.29,0
1079,3.54,20.33,2.74,1.41,2.03,2.65,1.06,0.44,0
1081,2.45,14.27,5.2,0.92,1.63,1.09,0.82,0.5,0
1082,7.96,31.86,5.97,1.33,2.39,1.56,1.19,0.7,1
1083,6.14,43.31,5.05,2.89,4.33,3.01,0.89,0.81,0
1084,3.39,25.85,4.85,3.23,2.91,3.02,0.95,0.71,0
1085,3.54,12.82,2.65,3.54,1.77,1.77,0.56,0.49,1
1086,3,12,6.44,5,4.2,0.9,0.33,0.17,0
1087,3.46,39.92,6.65,1.33,1.6,3.19,0.8,0.27,0
1088,3.73,17.7,4.94,0.93,2.24,1.77,0.98,0.67,0
1089,12.01,48.05,8.41,4.2,4.8,3.21,1.92,1.14,1
1090,12.98,51.93,8.2,3.64,3.12,2.39,1.95,1.43,1
1091,7.22,27.07,5.05,3.61,3.61,2.17,0.94,0.69,0
1092,1.91,15.3,4.78,1.53,2.87,1.05,0.42,0.17,0
1094,12,38.27,15,4.5,6.5,2.77,1.3,2.25,0
1095,7.22,27.07,5.05,6.99,7.99,4.99,1,0.69,0
1096,19.65,27.84,4.3,2.17,3.28,2.62,0.71,0.63,0
1097,5.22,37.27,6.52,1.49,4.01,1.94,1.13,0.56,1
1098,9.89,39.56,4.35,1.25,1.98,1.48,0.69,0.52,0
1099,2.22,8.88,5.55,5.33,3.33,1.22,0.5,0.3,0
1100,2.02,20.03,5.21,0.81,1.62,1.89,0.43,0.27,0
1102,2.11,14.74,4.42,0.84,0.84,1.4,0.44,0.39,0
1103,5.99,19.98,9.99,3.06,3.73,2,1.31,0.5,0
1104,4.69,27.79,4.33,2.53,3.61,2.53,1.11,0.85,0
1105,13.24,57.13,8.31,3.12,3.12,1.63,2.07,1.27,1
1106,13.5,44.14,8.31,3.64,3.12,3.58,2.23,2.35,0
1107,2.15,9.66,3.35,1.61,1.74,1.33,0.5,0.15,0
1108,9.83,39.3,5.73,1.31,1.97,2.82,0.76,0.33,0
1109,3.47,25.27,5.05,1.73,2.53,1.8,0.75,0.65,0
1110,2.65,14.14,3.54,0.88,2.65,1.94,0.66,0.44,0
1111,6.32,27.37,6.53,1.47,1.21,1.47,0.73,0.32,0
1113,2.01,8.05,3.08,1.61,2.41,1.1,0.54,0.27,0
1114,2.55,14.78,5.1,0.71,1.83,1.22,0.41,0.38,0
1115,11.5,56.5,10,2.5,3.45,2.33,1.66,1.2,0
1116,20,57.5,8,5,5,4.57,2.18,1.64,0
1117,16.38,28.66,7.78,1.47,1.64,2.21,1.26,0.55,0
1118,6.86,19.85,5.78,3.61,5.41,2.53,1.44,1.26,0
1119,20,65,9,8.35,6,5.03,3.01,1.89,0
1120,14.12,25,8,2.5,3.25,3,1.85,0.95,0
1121,6.37,31.86,5.31,1.59,2.65,1.54,1.13,0.88,1
1122,7.78,39.99,5.55,3.11,3.22,2.67,1.38,1.22,1
1123,6.32,23.16,3.37,0.81,1.32,1.05,0.68,0.32,0
1124,3.35,13.04,4.47,0.84,1.86,0.93,0.84,0.56,0
1125,3.63,12.97,7.91,1.82,3.11,1.04,1.3,0.62,0
1126,17.66,62.32,9.69,5.19,5.19,3.5,2.99,2.35,1
1127,16.5,57.5,10,4.25,5.75,4.26,2.64,1.42,1
1128,6.57,56.92,5.47,3.55,4.38,4.01,1.09,0.98,0
1129,2.2,7.35,2.93,1.65,3.55,2.45,0.45,0.22,0
1130,7,40,6,1.3,2,2.2,0.72,0.47,0
1132,3.17,22.36,5.12,1.3,1.86,1.19,0.8,0.37,0
1133,18.7,75.31,11.24,8.31,6.23,3.8,3.54,2.83,1
