,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,class
594,1.72,1.44,1.44,1.5,10.5,3,2.25,9.5,2.75,78,2.5,0
595,1.07,1.07,1.17,1.24,10.2,2.23,2.45,10.2,1.46,34.96,5.83,0
596,1.71,1.47,1.41,1.15,22.08,2.12,3.17,4.64,1.47,38.09,0.81,0
597,1.11,1.56,1.68,1.58,12.46,3.12,3.14,9.09,3.64,58.69,7.24,0
598,1.78,1.87,1.02,0.89,6.05,1.48,2.88,2.66,0.69,15.57,2.35,0
599,0.63,0.69,0.94,0.98,5.5,1.21,1.54,4.4,1.51,37.83,2.75,1
600,2.96,2.75,2.11,1.51,10.57,2.22,2.85,8.67,4.23,84.54,7.4,1
601,1.09,1.04,0.84,0.48,18.26,1.41,2,3.79,0.84,0,2.81,1
602,2.73,1.95,1.64,0.94,10.42,2.45,2.79,11.17,3.07,111.68,2.98,0
603,0.93,0.84,1.04,0.65,4.67,0.79,1.49,4.58,0.88,20.77,3.12,1
604,0.42,0.34,0.27,0.23,4.02,0.67,0.74,2.16,0.25,7.72,0.17,0
605,1.32,1.02,0.68,0.96,8.41,1.2,1.2,14.41,2.94,78.34,2.64,0
606,0.93,0.66,0.7,0.49,6.37,0.65,1.11,3.03,0.69,15.93,1.01,0
607,1.65,4.03,1.33,3.17,19,2.86,1.3,11,2.85,83.4,2.62,0
608,2.29,2.58,1.48,2.36,13.4,1.49,2.12,11.91,1.82,87.85,2.98,0
609,0.9,0.98,0.56,0.64,8.4,2.21,3.24,14.41,2.64,110.99,3.6,0
610,2.75,2.58,1.78,1.8,12,2.86,2.92,7.77,4,25,3.5,0
611,1.71,1.52,1.19,1.23,10.39,2.76,3.05,15.58,2.49,62.32,4.31,1
612,0.84,0.6,0.46,0.84,8.41,1.76,1.8,14.17,6.01,74.47,2.76,0
613,1.54,2.23,1.39,1.68,12,1.43,2.77,7.24,1,34,2.5,0
614,1.04,0.73,0.52,0.52,3.9,1.09,1.04,5.3,1.51,41.55,3.38,0
615,0.48,0.66,0.92,0.5,4.65,0.71,1.14,4.65,0.42,10.56,0.48,0
616,1,1.06,1.04,0.35,4.15,0.93,1.75,5.71,1.25,31.16,8.49,0
617,3.27,1.31,1.58,1.15,15,2.14,2.5,7,1.5,35,6.25,0
618,0.97,0.87,1.01,0.76,6.23,0.76,1.45,5.4,1.61,43.63,1.87,0
619,1.52,1.4,1.28,1.4,9.61,2.1,2.38,14.02,3.6,60.06,3.6,0
620,1.18,0.9,1.47,0.34,16.83,1.53,3.16,4.49,0.98,21.07,0.98,0
621,1.2,1.2,0.9,2.1,7.21,2.4,3.3,15.28,3.6,65.28,3.6,0
622,1.1,1.09,1.11,0.38,3.12,1.39,1.66,5.3,2.08,31.16,3.64,1
623,0.86,1.19,0.85,0.34,2.3,0.67,1.04,4.86,0.89,24.29,1.53,1
624,0.96,1.14,1.09,0.77,4.15,0.93,1.76,5.19,1.04,20.77,3.12,1
625,1.56,2.08,1.21,0.69,6.23,2.86,3.64,10.96,1.14,41.55,2.29,0
626,0.96,0.9,1.04,0.67,6.75,0.97,1.56,4.15,0.83,20.77,2.08,1
627,1.36,1.45,2.43,1.24,10.2,2.23,2.45,10.2,1.75,72.83,4.37,1
628,1.27,1.08,0.84,1.5,8.41,2.09,2.44,13.21,3.96,96.09,3.84,0
629,1.44,1.14,0.85,1.14,8.41,1.74,3.08,16.82,4.8,72.07,4.08,0
630,1.4,1.63,1.4,1.61,7.68,1.52,2.37,7.68,3.35,69.83,5.59,0
631,1.85,2.29,1.02,1.34,9.95,1.55,2.69,2.91,0.42,18.16,3.11,1
632,1,1.05,1.94,1.64,9.05,2.06,1.65,6.57,3.67,52.39,4.29,1
633,1.74,2.34,1.09,0.65,7.27,1.38,3.01,10.39,1.56,37.39,3.12,0
634,2.84,2.66,2.2,1.54,13,1.93,2.31,10,2.5,70,3,0
635,1.56,1.15,1.02,1.4,5.73,2,2.46,4.58,1.15,44.56,1.37,0
636,0.31,0.53,0.49,0.49,3.27,0.83,0.85,2.74,0.8,21.24,1.06,0
637,1.74,3.25,1.17,0.46,7.27,2.49,2.08,10.39,1.56,40.25,3.12,1
638,0.98,0.88,0.87,1.01,6.88,1.2,1.56,4.68,1.65,41.27,3.44,1
639,0.78,0.5,0.46,0.46,4.87,0.65,0.98,3.32,0.8,29.64,1.77,0
640,1.35,1.09,0.88,0.66,5.3,1.7,1.87,4,1.04,28.04,3.32,0
641,2.24,1.91,2.52,0.94,10.56,2.33,3.96,20.5,1.86,21.75,2.49,1
642,1.05,1.43,1.91,1.43,9.76,1.33,1.38,6.38,2.43,66.68,4.76,0
643,0.49,0.48,0.64,0.56,5.28,0.86,0.93,4.23,0.53,21.66,0.53,0
644,0.86,1.3,1.45,1.32,11.43,2.32,2.98,9.09,3.95,62.32,8.31,0
645,1.56,0.92,0.99,0.65,5.19,1.2,1.55,8.31,2.44,54.01,2.76,0
646,0.6,0.48,0.53,0.51,4.51,0.64,1.06,3.13,0.8,21.24,0.58,0
647,1.5,1.49,0.84,1.8,5.41,2.4,2.4,9.61,6.61,60.06,3.6,0
648,0.48,0.66,0.56,0.49,5.28,0.71,1.14,4.44,0.42,19.02,0.53,0
649,0.39,0.36,0.27,0.22,4.63,0.66,0.9,2.16,0.28,6.8,0.17,0
650,0.45,0.32,0.67,0.27,6.44,1.5,1.95,1.61,0.43,18.22,0.54,1
651,0.34,0.3,0.8,0.24,6.44,2.15,1.45,1.66,0.34,8.05,1.61,0
652,0.62,0.31,0.31,0.23,3.09,0.67,0.74,1.85,0.62,9.27,0.15,0
653,0.85,0.8,1.06,0.53,5.31,0.88,1.31,3,0.58,15.93,0.67,0
654,5.14,4.11,2,2.22,15.87,1.79,4.83,9.12,2.3,57,4.25,0
655,1.39,1.41,1.05,0.95,10.51,2.11,3.45,14.65,2.1,191.59,4.56,1
656,4.79,4.41,2.5,1.99,10.98,1.71,2.93,14,2.25,88,2,0
657,0.76,1.33,1.66,1.38,10.39,3.29,3.46,9.5,3.32,56.09,5.14,0
658,0.85,0.8,1.06,0.57,5.31,0.88,1.31,3,2.65,26.55,0.53,0
659,0.35,0.4,0.44,0.46,5.31,0.66,1.19,3.1,0.46,8.85,0.97,0
660,1.5,1.31,0.82,0.87,9.01,1.73,2.27,14.41,2.88,81.98,3,0
661,1.71,1.1,0.92,1.4,6.22,1.25,1.9,8.52,3.22,364.58,5.19,0
662,1.17,1.15,2.04,1.46,13.11,2.61,2.82,10.2,1.75,62.05,3.35,0
663,0.62,0.44,0.44,0.44,3.1,1,1,3.36,1.06,26.55,0.44,0
664,0.52,0.55,0.66,0.22,2.56,0.59,0.86,4.96,0.69,17.39,1.15,0
665,2.2,2.2,2,2,15,4.29,3.83,6.94,2,99,4,0
666,0.51,0.46,0.69,0.89,3.56,1.02,2.04,3.06,0.81,35.09,1.25,0
667,2.2,2.2,1,1.5,12,4.29,3,10.25,3,220,4.38,0
668,0.52,1.06,1.84,0.9,8.05,1.46,1.93,4.31,0.93,35.32,1.25,1
669,0.78,0.85,0.72,0.57,6.66,2.15,2.66,3.86,0.27,22.2,0.67,0
670,0.49,0.38,0.56,0.16,5.53,1.28,1.56,1.53,0.77,8.18,1.34,0
671,0.48,0.22,0.45,0.25,5.06,1.81,1.81,1.81,0.22,10.83,0.72,0
672,0.83,1.4,0.83,1.3,12.46,1.95,2.42,8.31,3.22,36.35,8.31,0
673,6,5,5.72,2.25,10,2,2,20,1.25,12.5,2.5,0
674,0.67,0.67,0.67,0.44,4,0.89,1.11,4.44,0.71,17.77,1.33,0
675,3.6,1.2,0.93,1.02,10.81,2.7,2.4,12.76,6.01,36.04,3.6,0
676,0.67,0.8,0.8,0.54,6.69,0.8,3.21,1.47,0.54,13.38,0.94,0
677,1.26,1.48,1.98,1.93,15.58,3.45,3.9,10.39,3.64,56.09,7.17,0
678,2.08,1.14,0.73,1.4,7.81,2.63,2.22,12.61,5.41,120.12,3.6,0
679,0.7,1,0.62,0.73,9.01,1.73,2.27,14.41,2.52,88.78,3.6,0
680,8.8,6.59,1.02,1.86,15,1.71,3.33,9,1.25,42.5,4,0
681,0.96,0.48,0.86,0.98,7.21,2.36,2.94,13.21,2.64,70.07,3.6,0
682,0.83,0.66,0.68,0.57,5.31,0.77,1.29,3,0.53,18.58,1.01,0
683,0.84,0.83,0.72,0.91,8.31,2.02,3.06,4.78,1.25,36.35,3.84,1
684,0.52,0.23,0.66,0.23,6.44,1.45,2.16,1.48,0.32,10.73,0.8,1
685,0.84,0.6,0.77,0.28,2.81,0.82,0.98,4.6,0.89,17.9,1.79,0
686,0.45,0.35,0.48,0.38,4.14,1.56,1.54,1.53,0.27,6.44,0.64,1
687,1.3,1.24,1.35,0.78,5.19,1.31,1.27,5.25,2.41,41.55,4.57,1
688,2.14,2.73,1.87,1.49,14.5,2.61,1.85,12.72,1.75,72.5,3.5,0
689,0.99,1.1,1,1.93,5,2.73,2.79,9,2.55,75,3.8,0
690,0.6,0.78,0.8,1.06,7.21,1.8,1.7,12.01,3,75.07,3.36,0
691,0.49,0.48,0.51,0.56,4.75,0.86,0.93,4.23,0.58,15.85,0.46,0
692,0.3,0.24,0.35,0.19,5.36,1.25,1.45,1.8,0.24,8.05,0.32,0
693,0.82,1.06,0.96,0.27,2.56,0.69,0.85,4.09,1,17.77,3.84,1
694,0.84,0.79,0.56,0.53,8.43,1.69,1.97,3.09,0.56,28.54,0.74,0
695,0.55,0.46,0.38,0.39,3.1,0.52,0.9,3.36,0.53,28.32,0.84,0
696,0.58,0.68,0.52,0.56,4.23,0.83,0.63,2.96,0.53,12.68,0.53,0
697,0.69,0.73,1.54,1.09,12.46,2.64,2.6,9.14,3.74,54.01,6.18,0
698,0.83,1.4,1.72,1.04,10.39,1.73,2.29,9.35,3.12,33.76,8.31,0
699,1.47,1.21,0.97,1.05,10.39,2.51,2.78,15.48,2.08,69.25,4.62,1
700,1.28,1.1,0.73,1.09,7.27,1.53,2.66,5.71,2.08,41.55,5.45,1
701,0.85,1.69,0.85,1.37,4.23,1.06,1.06,5.07,0.42,8.45,0.74,0
702,1.12,1.1,1.52,1.59,8.57,1.62,1.59,6.48,2.86,51.44,7.14,0
703,1.2,1.83,1.07,1.6,9.3,2.12,2.4,14.41,4.2,312.91,3.36,0
704,1.41,1.07,1.43,0.5,4.22,1.33,1.33,4.44,0.89,22.22,2,0
705,0.69,0.6,0.48,0.25,2.56,0.77,0.89,3.84,0.86,18.97,1.92,0
706,0.44,0.35,0.44,0.66,4.42,1.33,1.47,3.36,0.58,17.7,1.32,0
707,1.83,1.26,0.7,0.82,15.45,1.65,1.83,3.37,0.62,28.09,0.98,0
708,1.36,1.25,1.76,1.54,13.11,2.64,3.53,10.49,1.75,72.83,4.28,0
709,1.27,1.15,0.51,1.1,5.09,1.53,1.78,3.56,0.89,36.92,1.29,0
710,1.12,1.14,0.62,1.11,9.61,2.16,1.8,14.17,2.7,102.88,3.12,0
711,5.14,5.88,3.12,1.77,15,2.86,4,10,2.5,90,3,0
712,0.59,0.44,0.59,0.53,1.76,0.82,1.18,2.94,0.18,17.65,0.59,0
713,0.86,0.63,0.44,0.44,3.1,1,1,3.36,0.87,28.32,0.88,0
714,3.01,2.3,1.79,1.07,9.99,2,1.82,9,5,30,3.2,0
715,0.92,0.73,0.63,0.89,6.23,1.88,2.67,4.67,2.29,51.93,3.9,1
716,0.65,0.56,0.81,0.27,1.92,0.61,0.87,4.86,0.79,15.02,1.92,1
717,1.02,1.52,1.11,0.25,3.58,0.74,0.82,5.63,0.77,17.9,1.28,0
718,5.89,4.18,1.49,3,11,4.29,2,5.25,1,20,1.25,0
719,0.57,0.64,0.96,0.84,5.5,1.15,1.38,4.54,1.38,30.26,2.75,0
720,0.24,0.18,0.27,0.31,9.18,1.92,3.55,2.2,0.37,9.79,0.28,0
721,0.48,0.46,0.42,0.46,4.23,0.63,1.32,4.65,0.42,12.68,0.63,0
722,2.38,1.97,1.56,1,20,2.03,3.12,4,1.5,20,3.98,1
723,0.46,0.37,0.51,0.24,6.17,1.53,2.15,1.5,0.38,15.02,0.48,0
724,0.51,0.26,0.61,0.29,5.36,1.44,1.97,1.56,0.48,24.14,0.63,1
725,0.86,0.89,1.04,0.77,3.64,0.78,0.87,4.26,0.83,15.58,3.12,0
726,1.04,0.99,1.14,0.49,4.15,1.26,2.04,5.19,1.45,31.16,3.64,0
727,0.56,0.56,0.74,0.51,5.28,0.69,1.2,3.91,0.42,16.9,0.53,0
728,1.62,1.02,0.72,0.78,9.61,2.1,2.4,12.61,2.4,67.89,3.84,0
729,1.15,1.22,0.78,0.52,3.12,1.25,2.04,5.51,0.99,25.97,3.64,0
730,0.5,0.63,0.46,0.56,5.28,0.91,1.2,4.54,0.53,14.79,0.63,0
731,1.28,1.5,1.26,0.38,5.19,1.14,1.52,6.23,2.08,51.93,4.99,0
732,1.76,2.66,1.21,0.2,7.27,1.82,2.83,9.87,2.08,76.76,2.6,0
733,1.26,0.76,2.13,1.42,8.57,1.76,1.88,6.48,2.52,42.87,4.57,0
734,1.08,1.24,1,0.8,9.01,2.68,3.4,15.01,3.3,72.07,2.64,0
735,2.16,1.56,0.93,0.87,4.15,0.88,1.27,5.09,2.18,72.71,3.79,0
736,2.84,2.9,1.39,1.99,11,2.14,1.6,10,1.5,45,2.45,0
737,0.96,0.96,0.96,0.62,8.1,1.69,1.94,7.2,0.9,37.92,0.68,0
738,2.11,1.64,2.28,1.83,13.77,3.18,4.27,14.58,4.02,44.24,10.05,0
739,1.19,1.24,2.9,1.19,21.35,1.21,1.97,7.79,3.43,58.17,6.13,0
740,0.84,0.79,0.56,0.43,8.43,1.59,1.69,3.09,1.18,42.14,0.98,0
741,2.05,1.8,0.82,1.98,12.71,1.75,2.37,3.77,0.98,70.51,1.07,1
742,2.79,2.57,1.83,2.7,12,4.29,5.5,13.5,2.38,87.5,4.8,0
743,1.19,0.91,0.75,0.48,16.86,1.55,2.53,2.74,0.42,7.02,1.12,0
744,0.82,0.68,0.65,0.76,4.4,0.91,1.45,2.73,0.26,14.98,2.64,0
745,0.63,0.66,0.7,0.49,5.17,0.73,1.03,3.03,0.71,41.35,1.03,0
746,1.62,1.89,2.19,1.07,11.17,1.35,2.79,7.68,3.35,55.87,10.89,1
747,1.72,1.44,1.44,1.5,10.5,3,2.25,9.5,2.12,210,5,0
748,2.11,2.56,1.94,2.58,12.57,3.28,3.89,14.68,5.03,80.43,5.03,0
749,1.35,1.56,1.04,1.3,7.27,1.7,3.12,5.19,1.25,21.81,3.64,0
750,2.08,3.01,1.3,1.25,11.43,1.04,1.56,10.39,1.97,78.11,2.21,0
751,0.9,0.78,0.98,0.31,3.84,0.69,1.03,4.6,0.86,12.78,1.53,0
752,1.04,1.21,1.04,0.87,5.19,1.07,1.87,4.99,1.77,41.55,2.91,0
753,0.31,0.42,0.52,1.25,7.27,1.14,1.03,4.34,0.78,25.45,0.49,0
754,0.84,0.62,1.37,0.74,7.27,1.3,1.69,4.36,0.73,35.11,2.08,0
755,1.04,1.04,1.04,0.29,3.12,0.8,0.83,5.61,0.62,25.97,2.6,0
756,1,0.95,1.71,1.71,7.62,1.43,1.91,6.19,2.76,75.26,7.14,0
757,0.96,0.96,0.9,0.62,9,1.71,2.59,8.1,0.9,13.5,0.68,0
758,1.09,1.2,0.96,1.28,8.41,2.06,2.7,13.81,6.01,114.11,3.84,0
759,2.13,1.35,1.04,1.37,12.98,2.32,2.6,15.58,2.6,68.03,4.05,1
760,1.1,0.81,0.92,1.06,8.41,1.91,2.28,15.07,3.12,99.7,3.6,0
761,3.65,1.66,3.52,1.55,11.18,2.8,3.31,22.99,2.64,68.21,3.42,0
762,1.16,1.25,1.46,1.54,10.2,2.64,3.53,9.03,1.75,62.48,3.5,0
763,0.68,0.73,0.52,0.83,4.15,1.09,2.08,5.19,2.13,41.55,4.47,0
764,1.95,1.95,0.97,0.71,9.73,1.47,2.27,8.43,1.3,0,0.81,0
765,1.86,1.53,2.17,0.93,9.32,2.8,3.73,23.3,1.24,62.13,1.68,0
766,0.82,1.43,1.76,1.2,12.46,2.7,3.16,9.4,3.64,62.32,6.13,0
767,0.95,0.8,0.73,0.29,2.56,0.76,0.98,5.11,0.89,15.34,1.79,0
768,1.54,1.35,1.94,0.73,11.94,1.75,2.18,9.76,1.72,58.11,2.33,0
769,1.84,1.96,1,1.2,7,1,1.25,5.9,0.25,30.43,1,0
770,0.95,0.76,1.52,0.95,6.67,2.38,2.43,6,3.05,76.21,2.38,0
771,1.54,1.19,1,1.06,9.61,2.12,2.62,14.41,3,47,3.36,0
772,0.77,0.86,1.02,0.24,2.68,0.66,0.77,4.88,0.64,19.02,2.05,0
773,1.56,1.35,2.6,1.19,5.19,4.15,3.12,10.39,2.34,78.11,8.31,0
774,0.72,0.38,0.48,0.34,6.37,0.56,1.59,2.65,0.69,7.96,0.53,0
775,0.49,0.46,0.51,0.22,3.61,1.44,0.9,1.73,0.32,21.67,0.72,0
776,0.5,0.39,0.48,0.24,2.68,1.48,1.07,1.5,0.27,9.66,0.8,0
777,0.57,0.54,0.22,0.27,5.15,0.84,1.49,2.71,0.54,2.44,0.22,0
778,0.51,0.73,0.76,0.34,4.15,1.1,1.32,4.67,1.3,37.91,3.12,0
779,1.56,1.4,1.61,1.75,10.39,2.85,3.38,14.75,2.6,51.93,4.57,0
780,1.52,1.38,1.67,1.24,9.05,1.71,2.14,6.62,2.76,76.21,4.29,0
781,1.32,1.74,0.84,1.38,7.21,2.4,4.2,13.66,6.01,70.27,4.2,0
782,0.71,0.66,0.98,1.1,4.81,1.24,1.65,4.68,1.86,48.15,3.44,1
783,0.48,0.6,0.52,0.36,4.8,1.07,1.79,14.17,2.4,60.06,3.84,0
784,2.46,3.28,2.02,1.23,15.85,2.9,4.09,8.98,3.7,71.86,6.55,1
785,0.49,0.48,0.42,0.46,5.28,0.75,0.93,4.01,0.95,13.73,0.53,0
786,0.55,0.54,0.86,0.43,5.51,0.84,2.45,4.9,0.37,12.85,0.92,0
787,0.73,0.75,0.53,0.49,3.78,0.82,1.74,2.08,1.56,41.55,4.55,0
788,0.47,0.26,0.29,0.44,5.88,1.18,1.76,2.35,0.18,5.88,1.18,0
789,1.04,1.04,1.04,0.26,6.75,1.66,2.08,10.02,1.35,35.32,2.6,0
790,0.72,0.69,1.11,0.91,6.75,1.53,2.18,5.19,2.08,20.77,3.12,0
791,0.62,0.98,1.38,0.88,4.41,1.2,2.41,4.67,1.25,20.77,2.6,1
792,2.86,2.95,2,1.8,15,2.5,3.17,8.75,3.29,85,3.5,0
793,2.36,2.51,2.36,1.41,15.08,2.84,4.35,14.07,3.62,50.27,9.05,1
794,1.2,1.2,0.54,0.48,6.61,1.2,1.2,14.41,4.8,69.72,2.4,0
795,1.61,1.56,1.56,0.38,7.27,2.5,4.15,5.82,0,0,8.31,0
796,1.11,0.93,0.99,0.52,5.19,1.13,1.69,4.47,1.14,31.16,1.14,1
797,0.73,0.75,0.53,0.71,6.47,1.06,1.74,5.14,1.56,41.55,9.35,1
798,3.12,2.42,3.14,1.02,13.74,1.78,2.11,8.98,3.38,76.09,7.66,0
799,1,1.13,1.98,1.54,9.53,1.24,2.16,5.72,3.05,50.44,5.62,0
800,1.96,1.35,0.96,1.26,5.41,2.28,2.52,13.21,2.1,81.99,3.84,0
801,4.33,3.06,1.82,2.4,15,3.57,3.5,8,6,59,4.38,0
802,1.58,1.22,0.8,0.98,7.21,1.02,1.92,14.41,3.9,54.05,3.84,0
803,0.32,0.27,0.16,0.16,3.76,1.34,1.94,1.34,0.24,6.44,0.54,0
804,2.17,1.66,2.38,1.46,9.32,2.57,3.26,22.06,1.24,80.77,3.11,0
805,0.87,0.84,0.45,0.18,2.08,0.75,0.82,5.71,1.14,51.93,5.19,0
806,1.68,1.65,0.78,1.2,9.61,1.2,1.5,10.21,5.53,139.82,3,0
807,0.63,0.64,0.7,0.48,4.78,0.73,2.12,3.03,0.53,26.55,1.06,0
808,0.66,1.21,1.25,1.6,8,2.4,2.27,6.75,2,50,2.75,0
809,1.14,1.19,1,1.29,11.91,2.62,2.86,5.81,2.86,43.34,4.76,0
810,0.73,0.51,1.11,0.81,6.23,1.14,1.45,4.1,0.78,32.72,2.08,0
811,1.87,2.21,1.2,1.3,8.31,1.71,2.33,6.23,2.08,31.16,6.75,0
812,0.46,0.64,0.62,0.96,4.13,1.56,1.97,4.4,1.72,34.39,1.38,0
813,0.71,0.54,0.51,0.54,8.15,0.56,0.82,1.02,0.61,0,1.32,0
814,0.31,0.42,0.52,0.73,7.27,0.93,0.73,4.15,1.22,21.62,0.49,0
815,2.23,2.09,2.11,1.29,12.68,1.84,2.11,9.51,3.17,69.75,7.4,0
816,4.24,4.39,3.31,3.02,15,3.21,4.1,14,1.5,40,3.4,0
817,3.12,2.42,3.42,1.02,12.95,2.01,2.11,8.98,3.59,84.01,7.08,1
818,1.76,2.32,3.38,1.93,17.59,2.71,3.85,12.06,3.72,46.25,9.95,0
819,0.77,0.6,0.77,0.39,3.84,0.72,1.02,4.35,0.56,12.78,1.79,0
820,0.35,0.35,0.29,0.41,1.76,1,0.76,2.94,0.18,10.59,0.65,0
821,1.22,1.16,0.6,0.87,9.01,1.51,1.62,14.41,4.8,108.11,4.68,0
822,1.32,1.38,1.2,0.53,6.49,1.08,1.18,5.82,2.18,32.72,6.65,0
823,0.36,0.36,1.3,0.52,2.6,0.94,1.56,1.82,0.23,10.4,1.43,0
824,0.66,0.53,0.49,0.48,3.81,0.83,1.17,3.14,0.91,23.01,1.06,1
825,3.17,3.31,2.11,1.51,9.51,2.22,2.82,8.67,3.28,137.38,7.4,0
826,0.93,1.56,0.93,0.46,5.19,1.05,1.97,7.12,2.6,50.9,5.19,0
827,3.74,2.98,1.83,2.25,13,1.21,2.83,9.25,2.5,90,3.2,0
828,1.51,1.92,1.3,0.86,9.34,1.04,2.46,2.8,0.49,51.89,2.85,0
829,0.53,0.92,1.19,0.37,2.65,0.58,1.06,2.84,0.85,15.93,1.33,0
830,1.86,3.1,2.1,1.15,10.57,1.87,2.47,8.98,2.96,208.71,8.19,0
831,0.87,0.71,0.78,0.96,7.27,1.97,2.6,4.57,0.62,31.16,3.53,0
832,1,0.98,2.6,0.66,7.79,1.2,2.39,4.57,1.82,10.39,1.04,0
833,1.37,2.34,1.3,0.62,10.39,2.47,3.05,10.39,1.25,41.55,5.19,0
834,0.62,0.98,0.62,0.83,4.41,0.83,1.04,4.36,0,0,1.04,0
835,1.78,1.8,1.49,1.1,7.27,1.94,2.64,6.02,2.08,27.01,5.19,1
836,2.25,1.04,0.92,1.13,10.38,2.29,3.64,15.06,2.6,51.93,5.09,0
837,1.55,1.73,0.77,1.94,11.48,1.82,2.22,4,0.82,28.52,1.02,1
838,1.24,1.05,1.91,1.14,8.48,1.48,1.91,6.07,3.29,61.92,11.43,0
839,1.96,2.95,1.5,1.75,15,1.79,1.6,8.75,2,70,1.15,0
840,2.7,2.61,2.03,1.68,10.5,2.31,3.03,7,1.5,40,2.75,0
841,1.5,1.12,1.05,0.94,7.21,2.47,2.67,12.79,4.8,102.1,3.84,0
842,2.77,3.15,1.55,1.4,10.38,1.7,2.27,9.25,1,24,3.56,1
843,0.46,0.66,0.62,0.96,4.13,1.17,1.38,4.13,1.1,11.69,1.38,0
844,1.3,1.56,1.56,0.97,5.19,1.1,1.45,4.15,1.45,10.39,2.34,0
845,2.46,3.73,1.92,1.95,14,1.81,1.77,7.5,2.88,200,3,0
846,0.83,1.04,1.09,0.78,4.15,1.1,4.15,5.19,1.4,31.16,3.48,0
847,0.59,0.58,0.62,0.46,3.83,0.53,0.88,2.82,0.43,14.36,2.64,0
848,2.18,2.09,2.11,1.29,12.68,1.84,2.1,9.51,2.64,73.97,7.4,0
849,1.48,2.11,1.9,1.16,8.45,0.74,1.06,8.45,4.23,84.54,11.1,0
850,1.04,1.4,1.79,0.88,3.64,1,2.65,5.95,1.56,26.49,5.19,0
851,1.68,1.07,0.83,1.56,10.39,2.69,2.03,14.13,5.4,145.42,3.32,0
852,0.46,0.38,0.6,0.19,4.56,1.45,1.66,1.61,0.43,25.75,1.07,1
853,2.86,5.82,3,2.75,20,4.29,4.75,13,5.5,50,4.75,1
854,0.52,0.52,1.11,0.62,5.19,1.04,1.04,4.1,1.04,22.17,2.08,0
855,1.68,1.02,0.6,0.9,9.61,1.8,1.5,14.41,2.04,45.64,3.24,0
856,1.56,1.73,1.21,0.29,4.15,1.73,2.58,5.97,1.56,33.76,4.52,1
857,0.87,1.04,0.88,1.05,7.79,2.08,2.6,15.58,2.08,90.32,4.15,0
858,1.35,1.31,1.26,1.73,10.39,2.11,2.74,14.8,3.38,135.48,4.57,1
859,1.72,1.72,1.49,1.99,22,3.57,4,8,5,50,6,0
860,0.32,0.21,0.45,0.19,4.56,1.46,1.13,1.45,0.38,0,0.72,0
861,1.87,1.87,1.69,1.75,15,2.14,2.4,13,13,300,3,0
862,0.37,0.38,0.65,0.19,2.68,1.53,1.48,1.58,0.32,10.73,0.47,0
863,0.53,0.44,0.44,0.44,5.31,0.62,1.06,3.1,0.8,22.12,1.06,0
864,0.83,2.6,1.04,0.52,7.27,1.3,1.09,5.92,1.17,31.16,2.6,0
865,0.53,0.41,0.65,0.41,2.94,1,2.24,4.12,0.18,10.23,0.59,0
866,1.66,0.97,1.38,0.74,13.23,1.89,2.21,3.37,0.39,47.21,2.46,0
867,1.74,1.27,0.69,1.31,11.42,1.92,1.66,14.13,2.13,31.16,3.95,0
868,0.8,0.94,0.6,0.75,4.78,0.86,1.26,3.08,0.31,17.53,4.4,0
869,0.61,0.56,0.75,0.65,5.19,0.81,1.45,5.19,1.04,23.37,1.04,1
870,1.27,1.37,2.64,1.02,11.62,2.33,2.11,9.51,2.85,63.41,6.66,0
871,2.72,2.2,1.79,2.5,13.99,2,1.75,10,1.75,100,4,0
872,0.51,0.64,1.06,0.7,6.23,1.14,1.35,4.15,0.62,18.7,0.49,0
873,2.86,3.31,3,1.94,13,2.14,2.77,5,1.5,55,7,0
874,1.11,0.93,0.99,0.52,5.19,1.36,1.78,4.47,1.56,25.97,1.14,0
875,2.77,1.74,1.72,0.6,5.65,1.14,1.45,5.71,1.82,19.74,6.23,0
876,0.5,0.44,0.65,0.24,6.44,1.23,1.23,1.5,0.32,21.46,0.54,0
877,1.9,2.18,1,1.91,12,1.79,2,8,5,120,2.75,0
878,1.96,3.48,1.61,1.75,10,4.29,1.6,9.1,2.3,135.5,1.15,0
879,1.17,1.04,1.04,0.73,10.39,1.6,1.14,4.93,0,0,1.04,0
880,1.49,1.61,1.74,0.99,12.43,1.74,2.49,3.23,2.49,14.9,3.48,0
881,1,0.92,0.78,0.69,6.22,1.23,1.6,8.52,3.12,72.71,8.31,1
882,2.77,1.74,1.72,0.6,6.23,1.47,2.16,5.71,1.82,27.01,6.23,0
883,1.49,1.5,2.87,1.39,12.43,1.74,2.49,3.23,1.49,45.3,2.49,0
884,0.48,0.55,1.66,0.52,7.27,1.14,1.03,4.34,0.52,15.58,0.68,0
885,3.23,2.85,1.74,1.47,6.99,2.86,2.33,6.75,0,35,4.5,0
886,1.01,1.29,1.29,0.57,10.39,1.04,1.04,5.19,0.73,16.62,2.29,0
887,1.1,0.99,0.81,1.16,8.41,1.41,1.38,16.82,2.04,144.14,3.12,1
888,1.65,2.13,1.89,2.16,14,2.26,2.12,6.85,1.25,32.5,2.5,0
889,0.53,0.35,0.35,0.44,5.73,0.66,0.88,2.64,0,0,0.88,0
890,0.38,0.29,0.5,0.18,4.69,1.61,1.58,1.45,0.3,19.98,0.32,0
891,0.48,0.52,1.51,0.78,7.27,1.14,1.03,4.34,1.24,36.09,0.68,0
